[27, 43, 44, 45, 23, 22, 0, 75, 74, 1, 7, 6, 2, 3, 4, 19, 18, 30, 29, 28, 62, 63, 72, 71, 70, 64, 66, 69, 67, 68, 46, 47, 39, 40, 59, 58, 60, 61, 56, 57, 55, 65, 50, 16, 10, 11, 8, 9, 53, 52, 48, 49, 51, 54, 26, 25, 24, 20, 21, 5, 73, 13, 12, 14, 15, 17, 36, 35, 34, 32, 42, 41, 33, 38, 37, 31] => 160943.04
[14, 34, 56, 62, 63, 55, 54, 12, 13, 73, 11, 19, 18, 33, 39, 40, 59, 58, 57, 41, 53, 52, 51, 50, 65, 49, 48, 1, 74, 75, 0, 22, 21, 28, 29, 30, 3, 2, 6, 7, 5, 8, 35, 38, 37, 16, 10, 9, 4, 23, 45, 44, 43, 47, 46, 68, 67, 69, 66, 64, 70, 71, 72, 61, 60, 42, 26, 24, 20, 25, 27, 32, 31, 36, 17, 15] => 173914.64
[16, 15, 14, 73, 13, 12, 11, 10, 36, 34, 59, 58, 57, 56, 62, 63, 72, 71, 70, 64, 51, 52, 24, 23, 45, 44, 43, 26, 25, 28, 29, 30, 18, 19, 4, 5, 7, 6, 2, 3, 8, 9, 35, 37, 38, 40, 39, 33, 42, 41, 53, 47, 46, 48, 49, 50, 55, 54, 60, 61, 65, 66, 69, 67, 68, 22, 75, 74, 1, 0, 21, 20, 27, 32, 31, 17] => 152119.61
[33, 34, 31, 21, 22, 0, 2, 3, 10, 15, 14, 12, 11, 6, 7, 73, 13, 36, 35, 39, 57, 58, 59, 40, 38, 37, 30, 18, 19, 20, 24, 23, 45, 44, 43, 41, 42, 27, 4, 9, 17, 16, 8, 5, 74, 75, 1, 70, 71, 72, 63, 62, 50, 48, 49, 65, 64, 66, 69, 67, 68, 46, 47, 53, 52, 51, 55, 56, 61, 60, 54, 26, 25, 29, 28, 32] => 177027.37
[14, 15, 37, 38, 39, 33, 2, 75, 74, 7, 6, 5, 3, 43, 47, 44, 45, 22, 0, 1, 21, 20, 19, 18, 30, 29, 24, 23, 25, 26, 31, 32, 50, 49, 48, 52, 53, 34, 17, 36, 35, 40, 54, 51, 41, 42, 27, 28, 9, 8, 12, 11, 10, 16, 59, 63, 72, 71, 70, 69, 66, 65, 55, 57, 58, 60, 61, 62, 56, 64, 67, 68, 46, 4, 13, 73] => 189935.8
[60, 58, 32, 31, 18, 9, 73, 13, 10, 35, 34, 49, 65, 64, 66, 67, 48, 52, 53, 41, 42, 27, 25, 24, 20, 21, 3, 19, 4, 5, 2, 0, 1, 6, 7, 8, 11, 12, 14, 15, 16, 17, 36, 37, 38, 62, 63, 72, 71, 70, 69, 68, 46, 47, 29, 30, 28, 26, 43, 44, 45, 23, 22, 75, 74, 33, 39, 40, 59, 57, 54, 51, 50, 55, 56, 61] => 168225.7
[73, 13, 12, 10, 59, 58, 54, 51, 49, 66, 69, 70, 71, 72, 61, 60, 17, 16, 14, 15, 37, 38, 34, 31, 32, 57, 56, 62, 63, 55, 48, 47, 46, 68, 67, 64, 65, 50, 52, 53, 41, 42, 43, 44, 45, 23, 6, 7, 4, 29, 26, 25, 1, 74, 75, 0, 22, 21, 20, 24, 3, 2, 5, 8, 9, 36, 35, 33, 39, 40, 27, 28, 30, 18, 19, 11] => 168998.3
[0, 75, 74, 1, 25, 26, 53, 41, 42, 27, 28, 19, 3, 4, 16, 17, 37, 40, 59, 57, 56, 62, 63, 72, 71, 70, 64, 65, 51, 52, 48, 66, 69, 67, 68, 46, 49, 50, 55, 54, 39, 33, 34, 35, 36, 31, 32, 47, 43, 44, 45, 23, 24, 20, 18, 30, 29, 58, 61, 60, 38, 15, 14, 12, 13, 73, 7, 6, 5, 8, 11, 10, 9, 2, 21, 22] => 154344.98
[65, 50, 49, 48, 51, 54, 57, 60, 61, 63, 62, 56, 52, 24, 20, 23, 45, 44, 47, 43, 3, 2, 1, 74, 75, 0, 22, 21, 4, 8, 5, 6, 7, 73, 13, 12, 11, 9, 31, 32, 27, 28, 25, 26, 42, 41, 53, 33, 34, 35, 36, 17, 37, 38, 19, 18, 30, 29, 46, 68, 67, 66, 69, 70, 71, 72, 39, 16, 10, 14, 15, 40, 59, 58, 55, 64] => 162050.01
[58, 57, 56, 55, 54, 0, 75, 74, 73, 13, 14, 15, 16, 17, 36, 35, 28, 25, 24, 20, 23, 45, 44, 43, 47, 26, 29, 30, 11, 12, 10, 34, 31, 32, 27, 21, 22, 1, 7, 6, 5, 8, 9, 37, 38, 33, 18, 19, 4, 2, 3, 42, 53, 52, 51, 50, 64, 65, 49, 48, 66, 69, 67, 68, 46, 41, 39, 40, 59, 62, 70, 71, 72, 63, 61, 60] => 167152.82
[1, 74, 75, 0, 22, 40, 59, 58, 27, 20, 24, 23, 43, 47, 54, 56, 62, 63, 55, 50, 65, 64, 72, 71, 70, 69, 66, 67, 68, 46, 26, 28, 31, 17, 16, 9, 8, 7, 6, 5, 4, 19, 18, 30, 36, 35, 37, 38, 33, 32, 42, 48, 49, 51, 52, 53, 41, 57, 61, 60, 39, 34, 10, 11, 12, 13, 73, 14, 15, 29, 25, 44, 45, 21, 3, 2] => 168880.67
[36, 35, 34, 53, 41, 42, 26, 43, 47, 46, 44, 45, 23, 21, 22, 5, 8, 11, 10, 9, 4, 19, 18, 31, 32, 58, 61, 60, 59, 40, 39, 33, 27, 25, 28, 29, 30, 24, 20, 3, 2, 0, 75, 74, 1, 6, 7, 16, 17, 37, 38, 57, 54, 51, 52, 48, 49, 65, 64, 70, 71, 72, 63, 62, 56, 55, 50, 66, 69, 67, 68, 12, 13, 73, 14, 15] => 156992.67
[22, 28, 27, 25, 26, 67, 68, 46, 47, 42, 59, 40, 39, 31, 3, 75, 74, 7, 6, 5, 16, 17, 37, 38, 58, 72, 71, 70, 64, 50, 51, 33, 34, 35, 36, 29, 30, 18, 19, 24, 20, 21, 23, 45, 44, 43, 56, 62, 63, 61, 60, 57, 41, 53, 52, 48, 49, 66, 69, 65, 55, 54, 32, 9, 8, 11, 12, 13, 73, 14, 15, 10, 4, 2, 1, 0] => 177332.86
[6, 2, 3, 51, 65, 64, 72, 71, 70, 69, 66, 67, 75, 74, 62, 63, 61, 60, 56, 55, 50, 49, 45, 23, 24, 20, 29, 25, 44, 46, 68, 42, 33, 38, 37, 34, 32, 41, 53, 52, 48, 47, 43, 26, 27, 35, 36, 17, 73, 13, 12, 57, 54, 21, 22, 0, 1, 7, 8, 11, 14, 15, 16, 10, 9, 4, 19, 18, 30, 28, 58, 59, 40, 39, 31, 5] => 210037.89
[0, 22, 21, 23, 42, 41, 57, 58, 59, 40, 39, 33, 51, 50, 65, 64, 72, 71, 70, 69, 67, 66, 49, 48, 27, 28, 29, 30, 18, 3, 2, 75, 74, 7, 10, 16, 17, 36, 35, 34, 9, 8, 6, 5, 19, 26, 47, 46, 68, 63, 62, 38, 37, 15, 14, 11, 4, 20, 24, 25, 31, 32, 53, 54, 55, 56, 61, 60, 52, 43, 44, 45, 12, 13, 73, 1] => 188293.42
