[3, 10, 1, 66, 86, 40, 74, 8, 59, 49, 44, 53, 9, 79, 96, 24, 72, 15, 68, 50, 97, 31, 62, 61, 55, 22, 27, 35, 58, 94, 63, 57, 11, 75, 20, 6, 7, 52, 77, 99, 28, 23, 17, 93, 18, 85, 42, 90, 54, 92, 38, 21, 71, 88, 70, 82, 73, 0, 46, 2, 45, 25, 78, 80, 29, 5, 36, 69, 91, 81, 26, 12, 65, 89, 47, 41, 4, 64, 48, 19, 14, 87, 34, 39, 83, 16, 98, 56, 30, 32, 37, 67, 43, 60, 13, 51, 33, 76, 84, 95] => 38323.79
[18, 42, 21, 47, 7, 24, 44, 98, 48, 19, 55, 62, 72, 15, 70, 60, 43, 69, 84, 95, 81, 66, 26, 91, 92, 37, 67, 53, 16, 83, 61, 57, 63, 58, 97, 50, 68, 73, 20, 6, 3, 10, 1, 96, 34, 75, 11, 31, 94, 35, 27, 22, 14, 86, 40, 74, 12, 89, 41, 4, 51, 13, 32, 38, 52, 77, 76, 36, 33, 5, 54, 90, 17, 23, 28, 99, 8, 59, 49, 9, 79, 56, 30, 65, 29, 64, 39, 87, 0, 82, 46, 2, 45, 25, 78, 80, 88, 71, 85, 93] => 45598.78
[71, 47, 4, 7, 43, 78, 25, 46, 82, 68, 50, 75, 11, 62, 55, 48, 59, 8, 69, 95, 84, 76, 36, 77, 52, 54, 29, 89, 41, 63, 27, 22, 14, 19, 49, 9, 96, 64, 32, 21, 85, 17, 93, 18, 42, 38, 30, 56, 79, 86, 66, 26, 40, 74, 81, 1, 10, 3, 91, 12, 92, 90, 23, 28, 99, 33, 5, 65, 24, 53, 44, 98, 39, 16, 83, 61, 57, 31, 2, 45, 20, 6, 97, 58, 35, 94, 37, 67, 73, 0, 72, 15, 13, 51, 34, 87, 60, 70, 80, 88] => 42210.63
[13, 82, 0, 73, 6, 87, 44, 53, 98, 16, 83, 62, 11, 75, 34, 39, 24, 64, 4, 38, 42, 18, 93, 85, 37, 67, 72, 15, 70, 60, 51, 7, 3, 1, 10, 95, 36, 33, 54, 90, 96, 48, 19, 14, 22, 63, 94, 97, 58, 35, 27, 55, 9, 30, 5, 69, 91, 86, 59, 49, 61, 57, 31, 20, 50, 68, 46, 2, 45, 25, 78, 80, 88, 71, 47, 41, 89, 29, 65, 92, 12, 74, 40, 8, 79, 56, 26, 66, 81, 84, 76, 52, 77, 99, 28, 23, 17, 21, 32, 43] => 39268.5
[37, 47, 44, 98, 61, 11, 75, 13, 43, 32, 42, 18, 85, 88, 80, 70, 15, 72, 46, 68, 50, 6, 87, 39, 24, 30, 65, 92, 90, 52, 77, 33, 5, 12, 16, 83, 49, 9, 69, 95, 10, 1, 3, 66, 40, 8, 56, 79, 96, 64, 41, 4, 7, 34, 62, 57, 31, 97, 58, 35, 94, 63, 99, 28, 23, 17, 93, 82, 0, 73, 20, 2, 45, 25, 78, 60, 51, 74, 91, 81, 26, 86, 59, 27, 22, 48, 29, 54, 36, 84, 76, 38, 21, 89, 53, 19, 14, 55, 71, 67] => 52361.49
[9, 46, 45, 2, 31, 57, 63, 14, 19, 49, 59, 1, 10, 77, 99, 28, 83, 61, 58, 97, 50, 68, 72, 15, 60, 12, 91, 81, 26, 40, 74, 90, 54, 5, 69, 95, 84, 36, 33, 42, 38, 64, 44, 39, 25, 78, 80, 88, 70, 24, 53, 96, 79, 56, 47, 32, 37, 67, 71, 43, 62, 94, 35, 27, 22, 55, 48, 30, 65, 92, 29, 89, 41, 4, 7, 51, 13, 82, 0, 73, 20, 6, 75, 11, 87, 34, 16, 98, 21, 85, 18, 93, 17, 23, 52, 76, 3, 66, 86, 8] => 45586.71
[79, 98, 62, 97, 58, 74, 91, 3, 10, 1, 81, 40, 8, 82, 2, 45, 80, 71, 67, 37, 32, 21, 85, 42, 38, 47, 7, 39, 34, 61, 63, 94, 35, 27, 59, 26, 66, 86, 19, 14, 22, 55, 48, 96, 29, 92, 65, 30, 87, 6, 20, 50, 68, 46, 25, 78, 15, 0, 73, 31, 57, 83, 16, 49, 9, 5, 33, 52, 77, 76, 84, 95, 69, 36, 99, 28, 23, 17, 93, 18, 89, 41, 4, 64, 24, 53, 44, 51, 13, 11, 75, 72, 60, 70, 88, 43, 90, 54, 12, 56] => 47157.35
[38, 32, 70, 60, 13, 51, 7, 64, 24, 53, 83, 94, 35, 58, 31, 57, 63, 61, 62, 11, 75, 20, 73, 6, 87, 39, 44, 98, 16, 55, 19, 14, 27, 22, 34, 43, 71, 37, 67, 80, 88, 4, 41, 89, 29, 92, 5, 69, 12, 8, 59, 9, 79, 56, 30, 65, 42, 18, 93, 28, 23, 17, 85, 21, 47, 96, 49, 48, 97, 50, 68, 2, 45, 25, 78, 15, 72, 46, 82, 0, 74, 40, 86, 26, 66, 81, 91, 3, 1, 10, 95, 84, 76, 36, 77, 99, 52, 33, 54, 90] => 37087.24
[14, 55, 22, 27, 35, 63, 57, 94, 58, 97, 6, 7, 32, 21, 38, 42, 85, 18, 10, 1, 74, 8, 59, 9, 96, 24, 53, 44, 98, 16, 83, 48, 61, 34, 60, 70, 71, 67, 37, 43, 13, 51, 29, 92, 54, 5, 91, 81, 26, 40, 86, 66, 3, 95, 84, 76, 77, 52, 93, 17, 23, 28, 99, 33, 90, 89, 47, 15, 72, 87, 39, 4, 41, 65, 30, 64, 46, 45, 2, 50, 68, 25, 78, 80, 88, 82, 0, 73, 20, 75, 11, 31, 62, 79, 56, 12, 36, 69, 49, 19] => 42124.56
[7, 67, 37, 32, 29, 12, 74, 40, 86, 59, 9, 56, 30, 65, 92, 54, 90, 38, 42, 85, 21, 89, 41, 48, 55, 14, 19, 49, 5, 36, 95, 10, 1, 3, 27, 35, 97, 50, 68, 2, 45, 46, 0, 82, 72, 15, 70, 88, 60, 73, 31, 58, 94, 62, 51, 13, 43, 78, 25, 80, 71, 47, 33, 52, 99, 28, 23, 64, 61, 22, 63, 57, 83, 16, 98, 53, 96, 79, 8, 26, 66, 81, 91, 69, 84, 76, 77, 17, 93, 18, 4, 24, 44, 39, 6, 20, 75, 11, 87, 34] => 44200.95
[47, 42, 18, 77, 52, 33, 36, 5, 92, 90, 54, 99, 28, 23, 17, 93, 29, 41, 89, 38, 85, 21, 4, 24, 16, 83, 55, 19, 14, 27, 35, 22, 12, 69, 76, 84, 66, 26, 40, 86, 8, 96, 98, 44, 53, 30, 3, 1, 10, 95, 32, 37, 67, 87, 62, 94, 58, 97, 82, 13, 88, 80, 45, 2, 7, 64, 79, 9, 59, 49, 48, 61, 63, 57, 31, 11, 72, 15, 60, 70, 78, 25, 46, 68, 50, 75, 34, 39, 56, 74, 81, 91, 65, 71, 43, 51, 0, 73, 20, 6] => 46274.75
[41, 24, 44, 98, 83, 16, 79, 12, 91, 3, 1, 10, 95, 36, 5, 25, 45, 2, 68, 53, 96, 56, 74, 40, 86, 8, 9, 61, 48, 49, 59, 26, 66, 81, 69, 84, 76, 33, 15, 78, 80, 88, 92, 54, 90, 38, 42, 85, 21, 37, 67, 62, 57, 63, 94, 31, 11, 75, 6, 73, 0, 82, 46, 72, 23, 28, 99, 77, 52, 65, 30, 19, 14, 55, 64, 4, 7, 39, 34, 87, 20, 50, 97, 58, 35, 27, 22, 29, 17, 93, 18, 32, 71, 70, 60, 13, 51, 43, 47, 89] => 51561.19
[12, 5, 69, 1, 10, 33, 36, 84, 95, 76, 77, 52, 18, 93, 17, 23, 28, 99, 85, 67, 88, 80, 70, 60, 13, 51, 43, 71, 7, 24, 44, 98, 62, 73, 0, 82, 37, 32, 21, 38, 42, 90, 54, 92, 41, 4, 64, 61, 94, 58, 35, 91, 81, 3, 66, 26, 68, 50, 97, 31, 53, 96, 9, 79, 56, 30, 74, 40, 86, 8, 59, 49, 19, 14, 55, 48, 83, 16, 39, 34, 87, 6, 20, 75, 11, 57, 63, 22, 27, 78, 25, 45, 2, 46, 72, 15, 47, 89, 29, 65] => 41341.66
[19, 48, 38, 85, 21, 32, 87, 34, 39, 44, 98, 16, 83, 61, 62, 53, 24, 4, 47, 67, 37, 23, 28, 99, 77, 52, 33, 59, 49, 55, 22, 27, 35, 94, 31, 75, 60, 70, 88, 43, 13, 51, 64, 56, 30, 65, 12, 74, 40, 86, 8, 29, 92, 5, 36, 84, 95, 76, 17, 93, 18, 42, 26, 66, 1, 10, 3, 81, 91, 69, 54, 90, 89, 41, 79, 9, 96, 7, 71, 80, 78, 25, 45, 2, 46, 68, 50, 97, 58, 20, 73, 0, 82, 15, 72, 6, 11, 57, 63, 14] => 39759.01
[69, 56, 79, 48, 61, 64, 41, 89, 47, 71, 43, 7, 30, 74, 91, 3, 1, 10, 95, 23, 28, 99, 77, 52, 33, 76, 36, 39, 34, 62, 11, 31, 57, 55, 14, 19, 49, 59, 8, 12, 5, 54, 90, 92, 65, 96, 53, 44, 98, 16, 83, 24, 67, 37, 32, 21, 85, 17, 93, 18, 42, 38, 29, 4, 51, 13, 60, 15, 72, 46, 68, 0, 73, 20, 75, 63, 22, 27, 35, 94, 58, 97, 50, 2, 45, 25, 78, 80, 88, 70, 82, 6, 87, 9, 86, 40, 26, 66, 81, 84] => 39414.09
