[34, 35, 43, 44, 52, 61, 69, 79, 78, 87, 86, 94, 85, 74, 73, 55, 56, 57, 48, 49, 50, 59, 58, 72, 82, 83, 84, 75, 76, 77, 68, 67, 66, 65, 64, 63, 54, 46, 41, 42, 33, 30, 29, 31, 40, 32, 23, 22, 21, 20, 39, 47, 38, 28, 27, 36, 37, 60, 70, 71, 62, 53, 15, 5, 6, 7, 8, 17, 16, 26, 25, 24, 14, 13, 4, 3, 2, 11, 51, 80, 88, 89, 98, 97, 96, 95, 93, 92, 91, 90, 81, 45, 18, 19, 9, 0, 1, 10, 12] => 1931.05
[65, 74, 83, 84, 67, 66, 37, 36, 45, 46, 54, 63, 73, 75, 76, 77, 68, 69, 70, 61, 51, 52, 53, 62, 71, 80, 79, 60, 50, 21, 12, 20, 38, 47, 55, 72, 81, 64, 22, 4, 5, 6, 7, 8, 17, 16, 15, 40, 49, 59, 78, 88, 98, 89, 28, 27, 18, 29, 30, 32, 33, 25, 24, 23, 31, 39, 57, 86, 95, 96, 97, 87, 19, 11, 10, 9, 0, 1, 2, 3, 13, 14, 43, 44, 85, 94, 93, 92, 91, 90, 82, 58, 42, 35, 26, 34, 41, 48, 56] => 2533.12
[14, 22, 38, 37, 46, 57, 68, 69, 79, 70, 61, 60, 59, 58, 65, 75, 84, 85, 86, 87, 78, 51, 41, 49, 50, 77, 76, 67, 66, 48, 47, 39, 40, 42, 33, 34, 26, 35, 62, 71, 80, 88, 94, 83, 74, 73, 72, 93, 95, 96, 97, 98, 89, 12, 11, 10, 36, 45, 54, 56, 55, 64, 63, 81, 90, 91, 92, 82, 52, 53, 44, 43, 32, 31, 30, 21, 20, 19, 18, 27, 28, 29, 23, 25, 24, 15, 5, 4, 1, 0, 9, 2, 3, 13, 16, 17, 8, 7, 6] => 2132.38
[53, 62, 88, 96, 95, 87, 69, 60, 61, 71, 70, 79, 78, 76, 75, 83, 74, 73, 63, 54, 45, 28, 19, 18, 27, 36, 37, 38, 47, 48, 57, 66, 67, 58, 59, 50, 23, 22, 20, 29, 65, 97, 98, 89, 80, 52, 42, 33, 40, 39, 64, 72, 81, 82, 92, 85, 84, 77, 68, 25, 24, 14, 2, 1, 0, 9, 10, 11, 12, 21, 30, 31, 32, 41, 49, 56, 55, 46, 15, 6, 5, 4, 3, 13, 34, 51, 86, 94, 93, 91, 90, 26, 17, 8, 7, 16, 35, 43, 44] => 2435.9
[28, 37, 45, 81, 90, 91, 92, 93, 83, 36, 27, 18, 19, 9, 10, 11, 12, 21, 62, 71, 70, 69, 68, 60, 61, 52, 51, 43, 34, 25, 24, 15, 16, 17, 26, 33, 56, 55, 65, 64, 63, 54, 46, 47, 48, 77, 87, 86, 96, 95, 94, 85, 84, 75, 76, 49, 14, 5, 6, 7, 8, 35, 80, 89, 98, 97, 88, 78, 79, 30, 20, 29, 57, 66, 67, 53, 44, 23, 2, 1, 0, 3, 4, 13, 22, 31, 73, 72, 82, 74, 58, 59, 50, 41, 42, 32, 40, 39, 38] => 2447.79
[41, 49, 59, 60, 87, 86, 94, 85, 84, 83, 75, 76, 78, 79, 53, 44, 42, 20, 21, 12, 19, 27, 36, 28, 29, 30, 32, 33, 43, 35, 26, 34, 39, 38, 47, 46, 54, 45, 18, 9, 0, 1, 10, 11, 22, 24, 15, 13, 3, 2, 37, 64, 65, 74, 66, 67, 77, 68, 69, 70, 71, 80, 89, 98, 97, 88, 96, 95, 93, 92, 91, 90, 82, 81, 72, 73, 63, 55, 56, 48, 57, 58, 61, 62, 52, 51, 50, 40, 31, 23, 14, 4, 5, 6, 7, 8, 17, 16, 25] => 1786.41
[93, 95, 96, 97, 98, 87, 86, 94, 85, 84, 11, 2, 1, 10, 18, 54, 73, 90, 91, 92, 60, 52, 44, 53, 62, 68, 76, 75, 67, 66, 56, 45, 36, 27, 13, 5, 6, 71, 80, 89, 88, 78, 77, 79, 70, 69, 61, 51, 50, 49, 59, 58, 57, 48, 37, 28, 29, 23, 22, 14, 15, 16, 26, 33, 42, 41, 32, 40, 39, 47, 38, 31, 30, 21, 20, 46, 55, 64, 74, 82, 81, 72, 63, 9, 0, 3, 4, 7, 8, 17, 35, 43, 34, 25, 24, 12, 19, 65, 83] => 2457.02
[91, 90, 92, 94, 69, 60, 59, 49, 40, 39, 83, 82, 81, 72, 56, 48, 57, 58, 78, 87, 86, 85, 84, 75, 74, 73, 65, 66, 67, 76, 77, 68, 31, 30, 10, 1, 0, 9, 27, 36, 45, 55, 64, 63, 54, 46, 47, 38, 37, 28, 29, 51, 52, 62, 71, 70, 61, 50, 41, 42, 25, 16, 6, 7, 8, 17, 26, 34, 35, 43, 33, 32, 23, 22, 15, 14, 12, 21, 20, 18, 19, 11, 2, 3, 13, 4, 5, 24, 44, 53, 80, 79, 88, 89, 98, 97, 96, 95, 93] => 1944.02
[2, 3, 4, 15, 16, 80, 89, 98, 88, 79, 34, 25, 24, 33, 58, 65, 56, 47, 38, 39, 40, 41, 42, 32, 31, 30, 29, 54, 63, 82, 92, 93, 84, 85, 86, 94, 95, 97, 96, 66, 37, 36, 45, 46, 55, 64, 73, 72, 81, 90, 91, 83, 67, 61, 52, 53, 62, 71, 70, 69, 60, 49, 20, 21, 5, 6, 7, 8, 17, 26, 35, 44, 51, 50, 59, 57, 48, 28, 27, 18, 9, 0, 1, 11, 12, 13, 14, 22, 23, 43, 68, 77, 78, 87, 76, 75, 74, 19, 10] => 2340.39
[90, 81, 63, 27, 20, 21, 13, 4, 14, 24, 31, 40, 59, 60, 61, 50, 51, 52, 44, 53, 88, 97, 98, 89, 71, 62, 43, 35, 26, 34, 33, 42, 41, 49, 48, 57, 58, 67, 66, 65, 56, 32, 25, 16, 15, 3, 2, 1, 0, 9, 12, 22, 23, 30, 29, 28, 36, 37, 68, 69, 70, 80, 79, 83, 82, 92, 93, 85, 87, 86, 94, 95, 96, 78, 77, 76, 84, 75, 74, 73, 64, 55, 54, 45, 46, 47, 38, 39, 17, 8, 7, 6, 5, 11, 10, 19, 18, 72, 91] => 2101.35
[60, 59, 48, 49, 30, 20, 21, 22, 23, 24, 14, 4, 13, 50, 68, 77, 67, 65, 56, 55, 64, 73, 72, 83, 85, 97, 98, 87, 86, 96, 95, 94, 93, 91, 90, 92, 84, 69, 52, 51, 58, 66, 75, 74, 63, 54, 45, 36, 27, 18, 19, 9, 10, 11, 12, 41, 71, 80, 89, 88, 78, 57, 37, 28, 29, 31, 42, 33, 34, 26, 17, 8, 7, 6, 15, 25, 32, 40, 39, 38, 47, 46, 81, 82, 76, 79, 70, 35, 16, 5, 3, 0, 1, 2, 43, 44, 53, 62, 61] => 2233.32
[17, 16, 25, 33, 32, 31, 30, 29, 28, 27, 36, 45, 63, 72, 81, 90, 91, 92, 93, 94, 85, 78, 79, 69, 68, 77, 87, 86, 76, 67, 66, 70, 80, 71, 60, 61, 62, 53, 44, 52, 59, 58, 75, 84, 95, 96, 97, 98, 89, 88, 51, 22, 13, 4, 14, 15, 24, 23, 48, 57, 56, 55, 54, 46, 37, 38, 39, 47, 65, 74, 83, 82, 73, 64, 50, 34, 26, 35, 43, 42, 41, 49, 40, 21, 12, 11, 2, 10, 20, 18, 19, 9, 0, 1, 3, 5, 6, 7, 8] => 1902.27
[70, 69, 68, 58, 57, 48, 49, 50, 51, 59, 64, 54, 45, 46, 37, 19, 10, 2, 3, 11, 12, 21, 42, 80, 71, 62, 53, 44, 28, 36, 27, 18, 29, 30, 23, 32, 31, 38, 47, 55, 56, 39, 40, 41, 52, 60, 66, 67, 77, 78, 87, 86, 94, 93, 92, 91, 90, 81, 65, 22, 14, 13, 4, 5, 6, 15, 24, 25, 34, 33, 76, 75, 83, 82, 72, 73, 63, 9, 0, 1, 20, 74, 84, 85, 88, 89, 98, 97, 95, 96, 79, 43, 16, 7, 8, 17, 26, 35, 61] => 2392.57
[93, 92, 91, 90, 67, 60, 51, 35, 34, 25, 24, 23, 22, 46, 56, 55, 45, 37, 36, 10, 9, 27, 54, 81, 82, 84, 77, 76, 75, 74, 73, 65, 58, 57, 59, 26, 16, 17, 6, 5, 4, 1, 0, 7, 8, 15, 14, 21, 20, 29, 28, 18, 19, 12, 13, 3, 2, 11, 69, 78, 87, 86, 96, 95, 94, 83, 72, 63, 64, 66, 68, 80, 71, 44, 43, 33, 42, 41, 32, 30, 31, 40, 50, 49, 39, 38, 47, 48, 88, 97, 98, 89, 62, 53, 52, 61, 70, 79, 85] => 2298.49
[52, 60, 68, 67, 66, 65, 64, 45, 36, 1, 0, 3, 4, 5, 13, 2, 11, 12, 22, 23, 21, 20, 30, 31, 32, 40, 39, 38, 47, 37, 28, 29, 19, 10, 9, 18, 27, 72, 81, 82, 83, 84, 75, 76, 77, 78, 87, 86, 88, 80, 71, 35, 26, 34, 50, 59, 48, 55, 63, 54, 46, 56, 57, 58, 69, 79, 70, 61, 51, 42, 33, 41, 49, 73, 74, 85, 94, 92, 90, 91, 93, 95, 96, 97, 98, 89, 62, 53, 44, 25, 24, 15, 14, 6, 7, 8, 17, 16, 43] => 1977.07
[34, 33, 41, 42, 43, 44, 52, 88, 96, 95, 94, 85, 93, 92, 91, 90, 46, 37, 36, 27, 20, 12, 14, 15, 16, 24, 25, 26, 53, 62, 89, 98, 97, 84, 74, 73, 55, 56, 47, 38, 39, 48, 57, 58, 72, 81, 82, 83, 75, 67, 66, 65, 64, 63, 54, 45, 28, 21, 22, 23, 32, 40, 31, 30, 29, 18, 19, 9, 0, 1, 3, 4, 13, 50, 78, 87, 86, 76, 77, 68, 17, 8, 7, 6, 5, 2, 11, 10, 49, 59, 61, 71, 80, 79, 70, 69, 60, 51, 35] => 2154.75
