[50, 76, 61, 85, 54, 82, 57, 41, 3, 65, 64, 30, 53, 1, 81, 94, 75, 32, 12, 66, 0, 71, 73, 58, 35, 98, 37, 23, 17, 89, 91, 7, 55, 96, 15, 93, 21, 69, 25, 79, 88, 72, 67, 84, 29, 13, 28, 45, 2, 42, 26, 34, 59, 22, 46, 20, 16, 14, 10, 31, 44, 90, 97, 38, 36, 4, 51, 47, 99, 40, 70, 49, 43, 39, 63, 68, 80, 86, 56, 19, 11, 33, 77, 95, 6, 8, 27, 74, 18, 52, 87, 78, 83, 9, 48, 5, 62, 92, 60, 24] => 42411.37
[82, 76, 22, 31, 58, 98, 35, 73, 20, 68, 43, 49, 72, 6, 11, 26, 34, 85, 19, 56, 8, 86, 50, 84, 29, 13, 47, 51, 77, 95, 4, 38, 67, 60, 57, 9, 83, 78, 17, 23, 37, 90, 42, 40, 70, 99, 81, 1, 53, 41, 79, 30, 88, 39, 63, 27, 92, 0, 91, 89, 71, 10, 16, 14, 44, 33, 28, 80, 24, 66, 7, 74, 18, 52, 87, 15, 93, 21, 69, 65, 25, 64, 3, 96, 55, 94, 12, 75, 32, 36, 2, 45, 62, 5, 48, 46, 97, 59, 61, 54] => 46183.06
[40, 99, 47, 28, 29, 84, 72, 1, 43, 49, 95, 77, 51, 38, 30, 79, 25, 65, 64, 3, 74, 66, 68, 12, 94, 81, 55, 96, 18, 69, 21, 93, 37, 98, 58, 73, 16, 14, 10, 20, 71, 9, 48, 5, 62, 31, 44, 90, 0, 41, 88, 60, 50, 86, 24, 80, 63, 39, 53, 7, 91, 89, 83, 35, 23, 17, 87, 15, 52, 78, 46, 97, 22, 59, 19, 56, 75, 32, 36, 4, 67, 57, 27, 92, 76, 61, 34, 85, 26, 11, 54, 82, 6, 8, 33, 45, 42, 2, 13, 70] => 40731.23
[37, 98, 35, 48, 91, 7, 41, 79, 30, 88, 53, 1, 63, 39, 66, 0, 62, 92, 27, 57, 68, 72, 49, 43, 81, 36, 4, 95, 77, 51, 47, 13, 28, 33, 26, 34, 85, 19, 24, 80, 55, 25, 65, 64, 3, 60, 50, 86, 56, 6, 8, 38, 12, 32, 75, 94, 96, 69, 21, 15, 18, 74, 5, 31, 44, 90, 97, 22, 76, 59, 61, 11, 54, 82, 45, 42, 2, 40, 70, 99, 29, 84, 67, 46, 71, 20, 73, 10, 14, 16, 58, 83, 9, 89, 52, 87, 93, 78, 17, 23] => 37877.24
[1, 63, 66, 91, 48, 5, 0, 57, 29, 47, 99, 13, 42, 34, 44, 20, 35, 98, 37, 23, 17, 93, 87, 78, 83, 9, 92, 27, 56, 19, 76, 22, 97, 46, 96, 55, 79, 30, 25, 65, 64, 3, 71, 59, 61, 85, 26, 11, 6, 8, 54, 82, 33, 28, 45, 2, 40, 70, 38, 68, 62, 89, 52, 15, 21, 69, 18, 74, 7, 95, 77, 51, 4, 36, 43, 39, 53, 88, 41, 10, 14, 16, 58, 73, 31, 90, 60, 80, 24, 50, 86, 84, 67, 72, 49, 12, 32, 75, 94, 81] => 43079.76
[96, 55, 68, 67, 28, 45, 6, 8, 56, 86, 50, 57, 60, 24, 80, 84, 29, 33, 82, 54, 11, 19, 44, 10, 16, 14, 34, 26, 85, 61, 59, 90, 31, 62, 5, 48, 9, 83, 37, 98, 35, 71, 46, 27, 72, 49, 81, 94, 12, 75, 32, 36, 4, 51, 70, 40, 2, 42, 92, 0, 89, 17, 78, 52, 3, 64, 25, 65, 69, 93, 23, 58, 73, 20, 87, 21, 15, 18, 39, 63, 43, 1, 53, 88, 30, 79, 41, 7, 97, 22, 76, 38, 95, 77, 47, 99, 13, 66, 91, 74] => 42246.22
[41, 55, 96, 3, 64, 25, 65, 69, 15, 52, 18, 74, 91, 27, 66, 53, 39, 63, 68, 80, 56, 19, 11, 54, 82, 33, 45, 28, 84, 67, 38, 32, 75, 94, 1, 43, 95, 77, 51, 4, 36, 12, 81, 49, 72, 24, 76, 22, 97, 90, 31, 71, 83, 9, 5, 62, 6, 8, 86, 88, 30, 79, 89, 78, 17, 93, 21, 87, 48, 29, 47, 13, 99, 70, 40, 2, 42, 26, 85, 34, 61, 59, 44, 23, 37, 98, 35, 46, 92, 57, 60, 50, 20, 73, 58, 16, 14, 10, 0, 7] => 39373.43
[20, 71, 83, 9, 48, 41, 30, 79, 55, 25, 65, 69, 21, 88, 53, 39, 27, 92, 57, 72, 49, 68, 66, 0, 52, 15, 93, 87, 89, 62, 60, 67, 29, 47, 13, 26, 85, 34, 61, 46, 5, 18, 64, 3, 96, 74, 91, 7, 63, 1, 43, 38, 99, 70, 40, 6, 56, 8, 95, 77, 51, 33, 82, 19, 76, 14, 16, 10, 31, 44, 59, 22, 97, 90, 78, 17, 23, 37, 98, 35, 81, 94, 12, 75, 32, 36, 4, 84, 86, 50, 24, 80, 28, 2, 42, 45, 54, 11, 58, 73] => 46336.97
[9, 71, 20, 73, 14, 16, 58, 98, 37, 35, 10, 34, 26, 54, 82, 11, 85, 61, 59, 22, 97, 90, 46, 62, 48, 5, 0, 92, 27, 66, 41, 88, 30, 79, 55, 96, 18, 78, 23, 17, 93, 21, 69, 65, 25, 64, 3, 60, 86, 33, 45, 28, 12, 32, 75, 94, 81, 19, 76, 44, 31, 89, 74, 91, 57, 50, 56, 6, 8, 24, 80, 84, 4, 36, 1, 39, 63, 68, 72, 67, 38, 95, 77, 51, 70, 40, 42, 2, 13, 99, 47, 29, 49, 43, 53, 7, 52, 15, 87, 83] => 38388.18
[57, 50, 86, 33, 13, 99, 40, 70, 28, 55, 25, 64, 18, 48, 5, 10, 14, 16, 83, 17, 23, 37, 90, 97, 56, 6, 8, 67, 72, 49, 81, 94, 12, 75, 32, 36, 4, 95, 38, 84, 43, 1, 53, 66, 7, 91, 74, 96, 3, 65, 69, 21, 93, 15, 79, 30, 88, 41, 27, 92, 46, 20, 73, 35, 98, 58, 44, 59, 85, 26, 11, 54, 82, 80, 68, 63, 39, 76, 61, 34, 42, 2, 45, 19, 22, 31, 71, 9, 78, 87, 52, 89, 62, 0, 77, 51, 47, 29, 24, 60] => 42872.69
[96, 74, 89, 17, 93, 87, 52, 18, 55, 41, 7, 91, 69, 21, 15, 48, 5, 0, 68, 67, 38, 95, 77, 84, 80, 24, 28, 70, 40, 99, 47, 29, 50, 60, 57, 27, 92, 33, 45, 42, 2, 13, 51, 12, 94, 81, 1, 63, 39, 53, 88, 30, 66, 86, 8, 6, 4, 36, 32, 75, 49, 9, 23, 37, 98, 35, 58, 10, 31, 44, 14, 16, 73, 20, 71, 83, 78, 65, 3, 62, 46, 76, 85, 11, 82, 54, 26, 34, 22, 90, 97, 59, 61, 19, 56, 72, 43, 79, 25, 64] => 44044.93
[54, 82, 51, 77, 95, 38, 76, 22, 97, 90, 41, 88, 53, 39, 63, 68, 30, 79, 25, 64, 55, 7, 57, 60, 80, 72, 1, 43, 49, 67, 28, 45, 42, 34, 14, 16, 44, 59, 61, 19, 56, 6, 8, 81, 94, 12, 75, 32, 36, 4, 91, 74, 18, 52, 15, 21, 93, 87, 78, 37, 98, 35, 58, 73, 71, 89, 48, 5, 50, 24, 84, 29, 47, 99, 40, 70, 13, 2, 33, 86, 96, 3, 65, 69, 17, 23, 83, 9, 62, 0, 66, 27, 92, 46, 20, 10, 31, 85, 26, 11] => 42979.49
[19, 54, 42, 2, 45, 28, 29, 95, 47, 99, 40, 70, 13, 62, 87, 15, 79, 30, 88, 66, 60, 24, 80, 72, 68, 92, 0, 5, 48, 78, 93, 21, 69, 65, 25, 64, 3, 52, 18, 74, 96, 55, 41, 53, 39, 63, 1, 43, 38, 77, 51, 4, 36, 32, 75, 12, 94, 81, 49, 8, 11, 26, 85, 34, 22, 90, 71, 35, 83, 9, 46, 56, 6, 82, 33, 84, 67, 86, 50, 57, 27, 7, 91, 89, 17, 23, 37, 98, 97, 76, 61, 59, 44, 10, 14, 16, 58, 73, 20, 31] => 38924.27
